Date,Category,Order Quantity,IsHoliday,Year
2015-02-03,Bed,15.1,0,2015
2015-02-03,Desk,15.375,0,2015
2015-02-04,Table,16.05,0,2015
2015-02-04,Chair,15.5,0,2015
2015-02-04,Sofa,17.7,0,2015
2015-02-04,Cabinet,15.02,0,2015
2015-02-04,Bed,15.04,0,2015
2015-02-04,Desk,15.375,0,2015
2015-02-05,Table,16.05,0,2015
2015-02-05,Chair,17.5,0,2015
2015-02-05,Sofa,15.9,0,2015
2015-02-05,Cabinet,15.14,0,2015
2015-02-05,Bed,15.18,0,2015
2015-02-05,Desk,15.125,0,2015
2015-02-06,Table,15.63,0,2015
2015-02-06,Chair,17.0,0,2015
2015-02-06,Sofa,18.0,0,2015
2015-02-06,Cabinet,15.16,0,2015
2015-02-06,Bed,15.16,0,2015
2015-02-06,Desk,16.0,0,2015
2015-02-07,Table,16.26,1,2015
2015-02-07,Chair,21.75,1,2015
2015-02-07,Sofa,15.45,1,2015
2015-02-07,Cabinet,15.21,1,2015
2015-02-07,Bed,15.3,1,2015
2015-02-07,Desk,15.375,1,2015
2015-02-08,Table,15.945,1,2015
2015-02-08,Chair,15.75,1,2015
2015-02-08,Sofa,18.15,1,2015
2015-02-08,Cabinet,15.06,1,2015
2015-02-08,Bed,15.15,1,2015
2015-02-08,Desk,15.9375,1,2015
2015-02-09,Table,16.68,0,2015
2015-02-09,Chair,16.5,0,2015
2015-02-09,Sofa,15.3,0,2015
2015-02-09,Cabinet,15.06,0,2015
2015-02-09,Bed,15.06,0,2015
2015-02-09,Desk,15.375,0,2015
2015-02-10,Table,16.47,0,2015
2015-02-10,Chair,20.0,0,2015
2015-02-10,Sofa,17.1,0,2015
2015-02-10,Cabinet,15.14,0,2015
2015-02-10,Bed,15.18,0,2015
2015-02-10,Desk,15.0,0,2015
2015-02-11,Table,16.05,0,2015
2015-02-11,Chair,18.0,0,2015
2015-02-11,Sofa,15.0,0,2015
2015-02-11,Cabinet,15.02,0,2015
2015-02-11,Bed,15.2,0,2015
2015-02-11,Desk,15.0,0,2015
2015-02-12,Table,17.1,0,2015
2015-02-12,Chair,19.0,0,2015
2015-02-12,Sofa,17.7,0,2015
2015-02-12,Cabinet,15.0,0,2015
2015-02-12,Bed,15.0,0,2015
2015-02-12,Desk,16.25,0,2015
2015-02-13,Table,15.84,0,2015
2015-02-13,Chair,18.5,0,2015
2015-02-13,Sofa,16.5,0,2015
2015-02-13,Cabinet,15.0,0,2015
2015-02-13,Bed,15.06,0,2015
2015-02-13,Desk,15.0,0,2015
2015-02-14,Table,15.945,1,2015
2015-02-14,Chair,15.75,1,2015
2015-02-14,Sofa,16.35,1,2015
2015-02-14,Cabinet,15.15,1,2015
2015-02-14,Bed,15.18,1,2015
2015-02-14,Desk,16.6875,1,2015
2015-02-15,Table,15.315,1,2015
2015-02-15,Chair,21.0,1,2015
2015-02-15,Sofa,18.6,1,2015
2015-02-15,Cabinet,15.09,1,2015
2015-02-15,Bed,15.15,1,2015
2015-02-15,Desk,16.6875,1,2015
2015-02-16,Table,15.21,0,2015
2015-02-16,Chair,17.5,0,2015
2015-02-16,Sofa,15.0,0,2015
2015-02-16,Cabinet,15.08,0,2015
2015-02-16,Bed,15.08,0,2015
2015-02-16,Desk,16.0,0,2015
2015-02-17,Table,17.1,0,2015
2015-02-17,Chair,19.0,0,2015
2015-02-17,Sofa,16.2,0,2015
2015-02-17,Cabinet,15.06,0,2015
2015-02-17,Bed,15.16,0,2015
2015-02-17,Desk,16.125,0,2015
2015-02-18,Table,16.68,0,2015
2015-02-18,Chair,16.5,0,2015
2015-02-18,Sofa,16.5,0,2015
2015-02-18,Cabinet,15.1,0,2015
2015-02-18,Bed,15.18,0,2015
2015-02-18,Desk,15.75,0,2015
2015-02-19,Table,15.21,0,2015
2015-02-19,Chair,16.5,0,2015
2015-02-19,Sofa,15.3,0,2015
2015-02-19,Cabinet,15.14,0,2015
2015-02-19,Bed,15.1,0,2015
2015-02-19,Desk,15.875,0,2015
2015-02-20,Table,15.21,0,2015
2015-02-20,Chair,19.5,0,2015
2015-02-20,Sofa,17.4,0,2015
2015-02-20,Cabinet,15.1,0,2015
2015-02-20,Bed,15.2,0,2015
2015-02-20,Desk,15.625,0,2015
2015-02-21,Table,17.835,1,2015
2015-02-21,Chair,21.75,1,2015
2015-02-21,Sofa,15.9,1,2015
2015-02-21,Cabinet,15.3,1,2015
2015-02-21,Bed,15.09,1,2015
2015-02-21,Desk,15.9375,1,2015
2015-02-22,Table,15.315,1,2015
2015-02-22,Chair,22.5,1,2015
2015-02-22,Sofa,16.35,1,2015
2015-02-22,Cabinet,15.24,1,2015
2015-02-22,Bed,15.3,1,2015
2015-02-22,Desk,15.5625,1,2015
2015-02-23,Table,15.84,0,2015
2015-02-23,Chair,17.5,0,2015
2015-02-23,Sofa,16.2,0,2015
2015-02-23,Cabinet,15.02,0,2015
2015-02-23,Bed,15.02,0,2015
2015-02-23,Desk,15.0,0,2015
2015-02-24,Table,15.0,0,2015
2015-02-24,Chair,19.0,0,2015
2015-02-24,Sofa,15.3,0,2015
2015-02-24,Cabinet,15.14,0,2015
2015-02-24,Bed,15.04,0,2015
2015-02-24,Desk,15.125,0,2015
2015-02-25,Table,15.42,0,2015
2015-02-25,Chair,17.0,0,2015
2015-02-25,Sofa,17.7,0,2015
2015-02-25,Cabinet,15.02,0,2015
2015-02-25,Bed,15.16,0,2015
2015-02-25,Desk,15.0,0,2015
2015-02-26,Table,15.84,0,2015
2015-02-26,Chair,18.5,0,2015
2015-02-26,Sofa,17.4,0,2015
2015-02-26,Cabinet,15.1,0,2015
2015-02-26,Bed,15.1,0,2015
2015-02-26,Desk,16.125,0,2015
2015-02-27,Table,16.68,0,2015
2015-02-27,Chair,19.0,0,2015
2015-02-27,Sofa,15.3,0,2015
2015-02-27,Cabinet,15.16,0,2015
2015-02-27,Bed,15.06,0,2015
2015-02-27,Desk,16.125,0,2015
2015-02-28,Table,15.945,1,2015
2015-02-28,Chair,15.0,1,2015
2015-02-28,Sofa,18.15,1,2015
2015-02-28,Cabinet,15.15,1,2015
2015-02-28,Bed,15.12,1,2015
2015-02-28,Desk,16.875,1,2015
2015-03-01,Table,16.89,1,2015
2015-03-01,Chair,16.5,1,2015
2015-03-01,Sofa,15.9,1,2015
2015-03-01,Cabinet,15.18,1,2015
2015-03-01,Bed,16.8,1,2015
2015-03-01,Desk,15.75,1,2015
2015-03-02,Table,17.1,0,2015
2015-03-02,Chair,22.0,0,2015
2015-03-02,Sofa,19.2,0,2015
2015-03-02,Cabinet,15.12,0,2015
2015-03-02,Bed,16.8,0,2015
2015-03-02,Desk,16.75,0,2015
2015-03-03,Table,17.52,0,2015
2015-03-03,Chair,16.0,0,2015
2015-03-03,Sofa,17.4,0,2015
2015-03-03,Cabinet,15.12,0,2015
2015-03-03,Bed,15.4,0,2015
2015-03-03,Desk,17.0,0,2015
2015-03-04,Table,17.52,0,2015
2015-03-04,Chair,20.0,0,2015
2015-03-04,Sofa,15.0,0,2015
2015-03-04,Cabinet,15.36,0,2015
2015-03-04,Bed,17.0,0,2015
2015-03-04,Desk,16.25,0,2015
2015-03-05,Table,18.36,0,2015
2015-03-05,Chair,20.0,0,2015
2015-03-05,Sofa,20.4,0,2015
2015-03-05,Cabinet,15.0,0,2015
2015-03-05,Bed,16.0,0,2015
2015-03-05,Desk,15.25,0,2015
2015-03-06,Table,17.52,0,2015
2015-03-06,Chair,20.0,0,2015
2015-03-06,Sofa,18.0,0,2015
2015-03-06,Cabinet,15.0,0,2015
2015-03-06,Bed,16.4,0,2015
2015-03-06,Desk,16.5,0,2015
2015-03-07,Table,21.3,1,2015
2015-03-07,Chair,24.0,1,2015
2015-03-07,Sofa,23.1,1,2015
2015-03-07,Cabinet,15.42,1,2015
2015-03-07,Bed,15.3,1,2015
2015-03-07,Desk,16.5,1,2015
2015-03-08,Table,19.41,1,2015
2015-03-08,Chair,19.5,1,2015
2015-03-08,Sofa,22.2,1,2015
2015-03-08,Cabinet,15.24,1,2015
2015-03-08,Bed,15.0,1,2015
2015-03-08,Desk,15.375,1,2015
2015-03-09,Table,16.26,0,2015
2015-03-09,Chair,20.0,0,2015
2015-03-09,Sofa,15.6,0,2015
2015-03-09,Cabinet,15.04,0,2015
2015-03-09,Bed,15.4,0,2015
2015-03-09,Desk,15.25,0,2015
2015-03-10,Table,18.36,0,2015
2015-03-10,Chair,21.0,0,2015
2015-03-10,Sofa,18.0,0,2015
2015-03-10,Cabinet,15.2,0,2015
2015-03-10,Bed,15.6,0,2015
2015-03-10,Desk,16.25,0,2015
2015-03-11,Table,18.36,0,2015
2015-03-11,Chair,22.0,0,2015
2015-03-11,Sofa,16.2,0,2015
2015-03-11,Cabinet,15.28,0,2015
2015-03-11,Bed,16.8,0,2015
2015-03-11,Desk,17.25,0,2015
2015-03-12,Table,16.68,0,2015
2015-03-12,Chair,23.0,0,2015
2015-03-12,Sofa,19.8,0,2015
2015-03-12,Cabinet,15.32,0,2015
2015-03-12,Bed,15.2,0,2015
2015-03-12,Desk,16.75,0,2015
2015-03-13,Table,16.68,0,2015
2015-03-13,Chair,25.0,0,2015
2015-03-13,Sofa,20.4,0,2015
2015-03-13,Cabinet,15.24,0,2015
2015-03-13,Bed,16.6,0,2015
2015-03-13,Desk,17.5,0,2015
2015-03-14,Table,15.0,1,2015
2015-03-14,Chair,19.5,1,2015
2015-03-14,Sofa,15.0,1,2015
2015-03-14,Cabinet,15.42,1,2015
2015-03-14,Bed,17.1,1,2015
2015-03-14,Desk,16.125,1,2015
2015-03-15,Table,20.04,1,2015
2015-03-15,Chair,22.5,1,2015
2015-03-15,Sofa,16.8,1,2015
2015-03-15,Cabinet,15.54,1,2015
2015-03-15,Bed,17.1,1,2015
2015-03-15,Desk,18.375,1,2015
2015-03-16,Table,16.26,0,2015
2015-03-16,Chair,23.0,0,2015
2015-03-16,Sofa,21.0,0,2015
2015-03-16,Cabinet,15.36,0,2015
2015-03-16,Bed,15.4,0,2015
2015-03-16,Desk,15.5,0,2015
2015-03-17,Table,15.84,0,2015
2015-03-17,Chair,23.0,0,2015
2015-03-17,Sofa,21.0,0,2015
2015-03-17,Cabinet,15.08,0,2015
2015-03-17,Bed,17.0,0,2015
2015-03-17,Desk,17.25,0,2015
2015-03-18,Table,15.84,0,2015
2015-03-18,Chair,16.0,0,2015
2015-03-18,Sofa,20.4,0,2015
2015-03-18,Cabinet,15.28,0,2015
2015-03-18,Bed,15.0,0,2015
2015-03-18,Desk,17.0,0,2015
2015-03-19,Table,19.2,0,2015
2015-03-19,Chair,16.0,0,2015
2015-03-19,Sofa,16.2,0,2015
2015-03-19,Cabinet,15.04,0,2015
2015-03-19,Bed,15.6,0,2015
2015-03-19,Desk,16.25,0,2015
2015-03-20,Table,17.94,0,2015
2015-03-20,Chair,16.0,0,2015
2015-03-20,Sofa,15.0,0,2015
2015-03-20,Cabinet,15.32,0,2015
2015-03-20,Bed,15.6,0,2015
2015-03-20,Desk,15.0,0,2015
2015-03-21,Table,15.63,1,2015
2015-03-21,Chair,30.0,1,2015
2015-03-21,Sofa,24.0,1,2015
2015-03-21,Cabinet,15.12,1,2015
2015-03-21,Bed,16.5,1,2015
2015-03-21,Desk,17.25,1,2015
2015-03-22,Table,15.63,1,2015
2015-03-22,Chair,27.0,1,2015
2015-03-22,Sofa,24.0,1,2015
2015-03-22,Cabinet,15.48,1,2015
2015-03-22,Bed,15.0,1,2015
2015-03-22,Desk,15.0,1,2015
2015-03-23,Table,19.2,0,2015
2015-03-23,Chair,25.0,0,2015
2015-03-23,Sofa,17.4,0,2015
2015-03-23,Cabinet,15.36,0,2015
2015-03-23,Bed,16.6,0,2015
2015-03-23,Desk,16.25,0,2015
2015-03-24,Table,17.52,0,2015
2015-03-24,Chair,19.0,0,2015
2015-03-24,Sofa,15.6,0,2015
2015-03-24,Cabinet,15.2,0,2015
2015-03-24,Bed,15.0,0,2015
2015-03-24,Desk,15.5,0,2015
2015-03-25,Table,15.0,0,2015
2015-03-25,Chair,20.0,0,2015
2015-03-25,Sofa,18.6,0,2015
2015-03-25,Cabinet,15.36,0,2015
2015-03-25,Bed,16.2,0,2015
2015-03-25,Desk,15.5,0,2015
2015-03-26,Table,16.26,0,2015
2015-03-26,Chair,22.0,0,2015
2015-03-26,Sofa,17.4,0,2015
2015-03-26,Cabinet,15.24,0,2015
2015-03-26,Bed,16.8,0,2015
2015-03-26,Desk,15.25,0,2015
2015-03-27,Table,15.42,0,2015
2015-03-27,Chair,15.0,0,2015
2015-03-27,Sofa,19.2,0,2015
2015-03-27,Cabinet,15.08,0,2015
2015-03-27,Bed,15.6,0,2015
2015-03-27,Desk,17.25,0,2015
2015-03-28,Table,16.89,1,2015
2015-03-28,Chair,25.5,1,2015
2015-03-28,Sofa,24.0,1,2015
2015-03-28,Cabinet,15.24,1,2015
2015-03-28,Bed,17.1,1,2015
2015-03-28,Desk,17.25,1,2015
2015-03-29,Table,21.3,1,2015
2015-03-29,Chair,25.5,1,2015
2015-03-29,Sofa,24.0,1,2015
2015-03-29,Cabinet,15.18,1,2015
2015-03-29,Bed,15.3,1,2015
2015-03-29,Desk,15.0,1,2015
2015-03-30,Table,18.78,0,2015
2015-03-30,Chair,18.0,0,2015
2015-03-30,Sofa,20.4,0,2015
2015-03-30,Cabinet,15.12,0,2015
2015-03-30,Bed,15.6,0,2015
2015-03-30,Desk,17.0,0,2015
2015-03-31,Table,18.78,0,2015
2015-03-31,Chair,16.0,0,2015
2015-03-31,Sofa,18.6,0,2015
2015-03-31,Cabinet,15.04,0,2015
2015-03-31,Bed,16.6,0,2015
2015-03-31,Desk,15.5,0,2015
2015-04-01,Table,17.1,0,2015
2015-04-01,Chair,26.25,0,2015
2015-04-01,Sofa,18.0,0,2015
2015-04-01,Cabinet,15.2,0,2015
2015-04-01,Bed,16.5,0,2015
2015-04-01,Desk,16.25,0,2015
2015-04-02,Table,19.725,0,2015
2015-04-02,Chair,21.25,0,2015
2015-04-02,Sofa,20.25,0,2015
2015-04-02,Cabinet,15.15,0,2015
2015-04-02,Bed,17.5,0,2015
2015-04-02,Desk,15.625,0,2015
2015-04-03,Table,19.2,0,2015
2015-04-03,Chair,23.75,0,2015
2015-04-03,Sofa,20.25,0,2015
2015-04-03,Cabinet,15.3,0,2015
2015-04-03,Bed,15.75,0,2015
2015-04-03,Desk,15.0,0,2015
2015-04-04,Table,19.725,1,2015
2015-04-04,Chair,26.25,1,2015
2015-04-04,Sofa,25.125,1,2015
2015-04-04,Cabinet,15.15,1,2015
2015-04-04,Bed,18.0,1,2015
2015-04-04,Desk,16.40625,1,2015
2015-04-05,Table,20.5125,1,2015
2015-04-05,Chair,33.75,1,2015
2015-04-05,Sofa,24.0,1,2015
2015-04-05,Cabinet,15.6,1,2015
2015-04-05,Bed,15.375,1,2015
2015-04-05,Desk,19.21875,1,2015
2015-04-06,Table,18.675,0,2015
2015-04-06,Chair,16.25,0,2015
2015-04-06,Sofa,17.25,0,2015
2015-04-06,Cabinet,15.25,0,2015
2015-04-06,Bed,17.0,0,2015
2015-04-06,Desk,16.875,0,2015
2015-04-07,Table,16.575,0,2015
2015-04-07,Chair,21.25,0,2015
2015-04-07,Sofa,17.25,0,2015
2015-04-07,Cabinet,15.05,0,2015
2015-04-07,Bed,15.5,0,2015
2015-04-07,Desk,15.9375,0,2015
2015-04-08,Table,15.525,0,2015
2015-04-08,Chair,17.5,0,2015
2015-04-08,Sofa,15.0,0,2015
2015-04-08,Cabinet,15.0,0,2015
2015-04-08,Bed,17.0,0,2015
2015-04-08,Desk,17.1875,0,2015
2015-04-09,Table,17.1,0,2015
2015-04-09,Chair,22.5,0,2015
2015-04-09,Sofa,16.5,0,2015
2015-04-09,Cabinet,15.1,0,2015
2015-04-09,Bed,15.75,0,2015
2015-04-09,Desk,17.8125,0,2015
2015-04-10,Table,19.725,0,2015
2015-04-10,Chair,25.0,0,2015
2015-04-10,Sofa,15.0,0,2015
2015-04-10,Cabinet,15.25,0,2015
2015-04-10,Bed,16.5,0,2015
2015-04-10,Desk,15.0,0,2015
2015-04-11,Table,21.3,1,2015
2015-04-11,Chair,22.5,1,2015
2015-04-11,Sofa,15.0,1,2015
2015-04-11,Cabinet,15.675,1,2015
2015-04-11,Bed,18.375,1,2015
2015-04-11,Desk,16.40625,1,2015
2015-04-12,Table,16.575,1,2015
2015-04-12,Chair,22.5,1,2015
2015-04-12,Sofa,15.0,1,2015
2015-04-12,Cabinet,15.375,1,2015
2015-04-12,Bed,17.25,1,2015
2015-04-12,Desk,19.21875,1,2015
2015-04-13,Table,16.05,0,2015
2015-04-13,Chair,16.25,0,2015
2015-04-13,Sofa,15.0,0,2015
2015-04-13,Cabinet,15.2,0,2015
2015-04-13,Bed,17.0,0,2015
2015-04-13,Desk,16.5625,0,2015
2015-04-14,Table,20.25,0,2015
2015-04-14,Chair,18.75,0,2015
2015-04-14,Sofa,17.25,0,2015
2015-04-14,Cabinet,15.1,0,2015
2015-04-14,Bed,15.75,0,2015
2015-04-14,Desk,17.1875,0,2015
2015-04-15,Table,16.05,0,2015
2015-04-15,Chair,15.0,0,2015
2015-04-15,Sofa,15.75,0,2015
2015-04-15,Cabinet,15.2,0,2015
2015-04-15,Bed,15.25,0,2015
2015-04-15,Desk,16.25,0,2015
2015-04-16,Table,20.25,0,2015
2015-04-16,Chair,27.5,0,2015
2015-04-16,Sofa,15.75,0,2015
2015-04-16,Cabinet,15.25,0,2015
2015-04-16,Bed,15.75,0,2015
2015-04-16,Desk,15.3125,0,2015
2015-04-17,Table,17.625,0,2015
2015-04-17,Chair,27.5,0,2015
2015-04-17,Sofa,17.25,0,2015
2015-04-17,Cabinet,15.1,0,2015
2015-04-17,Bed,15.75,0,2015
2015-04-17,Desk,16.875,0,2015
2015-04-18,Table,19.725,1,2015
2015-04-18,Chair,24.375,1,2015
2015-04-18,Sofa,15.0,1,2015
2015-04-18,Cabinet,15.075,1,2015
2015-04-18,Bed,18.0,1,2015
2015-04-18,Desk,17.34375,1,2015
2015-04-19,Table,19.725,1,2015
2015-04-19,Chair,16.875,1,2015
2015-04-19,Sofa,19.5,1,2015
2015-04-19,Cabinet,15.675,1,2015
2015-04-19,Bed,18.0,1,2015
2015-04-19,Desk,15.46875,1,2015
2015-04-20,Table,16.05,0,2015
2015-04-20,Chair,18.75,0,2015
2015-04-20,Sofa,16.5,0,2015
2015-04-20,Cabinet,15.35,0,2015
2015-04-20,Bed,17.25,0,2015
2015-04-20,Desk,18.125,0,2015
2015-04-21,Table,16.05,0,2015
2015-04-21,Chair,16.25,0,2015
2015-04-21,Sofa,21.0,0,2015
2015-04-21,Cabinet,15.35,0,2015
2015-04-21,Bed,15.25,0,2015
2015-04-21,Desk,17.5,0,2015
2015-04-22,Table,18.15,0,2015
2015-04-22,Chair,20.0,0,2015
2015-04-22,Sofa,19.5,0,2015
2015-04-22,Cabinet,15.15,0,2015
2015-04-22,Bed,16.75,0,2015
2015-04-22,Desk,17.5,0,2015
2015-04-23,Table,19.725,0,2015
2015-04-23,Chair,17.5,0,2015
2015-04-23,Sofa,18.0,0,2015
2015-04-23,Cabinet,15.5,0,2015
2015-04-23,Bed,16.5,0,2015
2015-04-23,Desk,18.125,0,2015
2015-04-24,Table,17.625,0,2015
2015-04-24,Chair,15.0,0,2015
2015-04-24,Sofa,18.75,0,2015
2015-04-24,Cabinet,15.4,0,2015
2015-04-24,Bed,15.5,0,2015
2015-04-24,Desk,18.125,0,2015
2015-04-25,Table,15.0,1,2015
